sample_id,tool,file,line,col,rule,severity,message,layer,context,label,notes
299,validate-actions,fatedier_frp_build-and-push-image.yml,29,8,action-version,warning,Action docker/setup-buildx-action uses v3 (resolves to v3.12.0) which is major version outdated. Current latest is v4.0.0.,registry,   27:         uses: docker/setup-qemu-action@v3\n   28: \n>  29:       - name: Set up Docker Buildx\n   30:         uses: docker/setup-buildx-action@v3\n   31: ,TP,outdated / unpinned action
300,validate-actions,fatedier_frp_build-and-push-image.yml,40,8,action-version,warning,Action docker/login-action uses v3 (resolves to v3.7.0) which is major version outdated. Current latest is v4.1.0.,registry,"   38:             echo ""TAG_NAME=${{ github.event.inputs.tag }}"" >> $GITHUB_ENV\n   39:           fi\n>  40:       - name: Login to DockerHub\n   41:         uses: docker/login-action@v3\n   42:         with:",TP,outdated / unpinned action
301,validate-actions,fatedier_frp_build-and-push-image.yml,46,8,action-version,warning,Action docker/login-action uses v3 (resolves to v3.7.0) which is major version outdated. Current latest is v4.1.0.,registry,   44:           password: ${{ secrets.DOCKERHUB_PASSWORD }}\n   45: \n>  46:       - name: Login to the GPR\n   47:         uses: docker/login-action@v3\n   48:         with:,TP,outdated / unpinned action
302,validate-actions,fatedier_frp_build-and-push-image.yml,63,8,action-version,warning,Action docker/build-push-action uses outdated v5 which cannot be resolved to any available version. Current latest is v7.1.0.,registry,"   61:           echo ""TAG_FRPS_GPR=ghcr.io/fatedier/frps:${{ env.TAG_NAME }}"" >> $GITHUB_ENV\n   62: \n>  63:       - name: Build and push frpc\n   64:         uses: docker/build-push-action@v5\n   65:         with:",TP,outdated / unpinned action
303,validate-actions,fatedier_frp_build-and-push-image.yml,74,8,action-version,warning,Action docker/build-push-action uses outdated v5 which cannot be resolved to any available version. Current latest is v7.1.0.,registry,   72:             ${{ env.TAG_FRPC_GPR }}\n   73: \n>  74:       - name: Build and push frps\n   75:         uses: docker/build-push-action@v5\n   76:         with:,TP,outdated / unpinned action
304,validate-actions,flutter_flutter_easy-cp.yml,32,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,"   30:         run: |\n   31:           echo ""COMMIT_SHA=$(echo ${{ github.event.pull_request.merge_commit_sha }})"" >> $GITHUB_ENV\n>  32:       - name: Checkout Flutter Repo\n   33:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683\n   34:         with:",TP,outdated / unpinned action
305,validate-actions,flutter_flutter_merge-changelog.yml,17,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   15: \n   16:     steps:\n>  17:       - name: Setup Repository\n   18:         uses: actions/checkout@v4\n   19:         with:,TP,outdated / unpinned action
306,validate-actions,freeCodeCamp_freeCodeCamp_docker-ghcr.yml,25,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.1.7) which is major version outdated. Current latest is v6.0.2.,registry,   23: \n   24:     steps:\n>  25:       - name: Checkout code\n   26:         uses: actions/checkout@692973e3d937129bcbf40652eb9f2f61becf3332 # v4\n   27: ,TP,outdated / unpinned action
307,validate-actions,freeCodeCamp_freeCodeCamp_docker-ghcr.yml,28,8,action-version,warning,Action docker/setup-buildx-action uses commit SHA (corresponds to v3.6.1) which is major version outdated. Current latest is v4.0.0.,registry,   26:         uses: actions/checkout@692973e3d937129bcbf40652eb9f2f61becf3332 # v4\n   27: \n>  28:       - name: Set up Docker Buildx\n   29:         uses: docker/setup-buildx-action@988b5a0280414f521da01fcc63a27aeeb4b104db # v3\n   30: ,TP,outdated / unpinned action
308,validate-actions,freeCodeCamp_freeCodeCamp_docker-ghcr.yml,31,8,action-version,warning,Action docker/login-action uses commit SHA (corresponds to v3.3.0) which is major version outdated. Current latest is v4.1.0.,registry,   29:         uses: docker/setup-buildx-action@988b5a0280414f521da01fcc63a27aeeb4b104db # v3\n   30: \n>  31:       - name: Log in to the GHCR\n   32:         uses: docker/login-action@9780b0c442fbb1117ed29e0efdff1e18412f7567 # v3\n   33:         with:,TP,outdated / unpinned action
309,validate-actions,freeCodeCamp_freeCodeCamp_docker-ghcr.yml,38,8,action-version,warning,Action actions/cache uses commit SHA (corresponds to v4.2.3) which is major version outdated. Current latest is v5.0.5.,registry,   36:           password: ${{ secrets.GITHUB_TOKEN }}\n   37: \n>  38:       - name: Cache Docker layers\n   39:         uses: actions/cache@5a3ec84eff668545956fd18022155c47e93e2684 # v4.2.3\n   40:         with:,TP,outdated / unpinned action
310,validate-actions,freeCodeCamp_freeCodeCamp_docker-ghcr.yml,46,8,action-version,warning,Action docker/build-push-action uses commit SHA (corresponds to v6.16.0) which is major version outdated. Current latest is v7.1.0.,registry,   44:             ${{ runner.os }}-buildx-${{ matrix.images }}-\n   45: \n>  46:       - name: Build and push Docker image\n   47:         uses: docker/build-push-action@14487ce63c7a62a4a324b0bfb37086795e31c6c1 # v6.16.0\n   48:         with:,TP,outdated / unpinned action
311,validate-actions,freeCodeCamp_freeCodeCamp_i18n-validate-prs.yml,22,8,action-version,warning,Action actions/checkout uses commit SHA (corresponds to v4.2.2) which is major version outdated. Current latest is v6.0.2.,registry,   20: \n   21:     steps:\n>  22:       - name: Checkout\n   23:         uses: actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683 # v4\n   24:         with:,TP,outdated / unpinned action
312,validate-actions,freeCodeCamp_freeCodeCamp_i18n-validate-prs.yml,27,8,action-version,warning,Action actions/setup-node uses commit SHA (corresponds to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   25:           submodules: 'recursive'\n   26: \n>  27:       - name: Use Node.js ${{ matrix.node-version }}\n   28:         uses: actions/setup-node@49933ea5288caeca8642d1e84afbd3f7d6820020 # v4\n   29:         with:,TP,outdated / unpinned action
313,validate-actions,freeCodeCamp_freeCodeCamp_i18n-validate-prs.yml,32,8,action-version,warning,Action pnpm/action-setup uses commit SHA (corresponds to v4.1.0) which is major version outdated. Current latest is v6.0.0.,registry,   30:           node-version: ${{ matrix.node-version }}\n   31: \n>  32:       - name: Install pnpm\n   33:         uses: pnpm/action-setup@a7487c7e89a18df4991f7f222e4898a00d66ddda # v4\n   34:         id: pnpm-install,TP,outdated / unpinned action
314,validate-actions,freeCodeCamp_freeCodeCamp_i18n-validate-prs.yml,51,8,action-version,warning,Action actions/github-script uses commit SHA (corresponds to v6.4.1) which is major version outdated. Current latest is v9.0.0.,registry,"   49:       - name: Create Comment\n   50:         # Run if the validate challenge files step fails, specifically. Note that we need the failure() call for this step to trigger if the action fails.\n>  51:         if: ${{ failure() && steps.validate.conclusion == 'failure' }}\n   52:         uses: actions/github-script@d7906e4ad0b1822421a7e6a35d5ca353c962f410 # v6\n   53:         with:",TP,outdated / unpinned action
315,validate-actions,godotengine_godot_macos_builds.yml,33,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   31: \n   32:     steps:\n>  33:       - name: Checkout\n   34:         uses: actions/checkout@v4\n   35:         with:,TP,outdated / unpinned action
316,validate-actions,godotengine_godot_macos_builds.yml,41,8,marketplace,warning,Couldn't fetch metadata for ./.github/actions/godot-cache-restore. Continuing validation without input validation.,registry,   39:         run: sudo xcode-select -s /Applications/Xcode_16.2.app\n   40: \n>  41:       - name: Restore Godot build cache\n   42:         uses: ./.github/actions/godot-cache-restore\n   43:         with:,INFRA,network: no GH_TOKEN; not a validation finding
317,validate-actions,godotengine_godot_macos_builds.yml,41,8,marketplace,warning,Couldn't fetch version tags for ./.github. Continuing without version validation.,registry,   39:         run: sudo xcode-select -s /Applications/Xcode_16.2.app\n   40: \n>  41:       - name: Restore Godot build cache\n   42:         uses: ./.github/actions/godot-cache-restore\n   43:         with:,INFRA,network: no GH_TOKEN; not a validation finding
318,validate-actions,godotengine_godot_macos_builds.yml,41,8,action-version,warning,Using specific version of ./.github/actions/godot-cache-restore is recommended. Consider using ./.github/actions/godot-cache-restore@version,registry,   39:         run: sudo xcode-select -s /Applications/Xcode_16.2.app\n   40: \n>  41:       - name: Restore Godot build cache\n   42:         uses: ./.github/actions/godot-cache-restore\n   43:         with:,FP,local action path ./ has no version concept
319,validate-actions,godotengine_godot_macos_builds.yml,47,8,marketplace,warning,Couldn't fetch metadata for ./.github/actions/godot-deps. Continuing validation without input validation.,registry,   45:         continue-on-error: true\n   46: \n>  47:       - name: Setup Python and SCons\n   48:         uses: ./.github/actions/godot-deps\n   49: ,INFRA,network: no GH_TOKEN; not a validation finding
320,validate-actions,godotengine_godot_macos_builds.yml,47,8,marketplace,warning,Couldn't fetch version tags for ./.github. Continuing without version validation.,registry,   45:         continue-on-error: true\n   46: \n>  47:       - name: Setup Python and SCons\n   48:         uses: ./.github/actions/godot-deps\n   49: ,INFRA,network: no GH_TOKEN; not a validation finding
321,validate-actions,godotengine_godot_macos_builds.yml,47,8,action-version,warning,Using specific version of ./.github/actions/godot-deps is recommended. Consider using ./.github/actions/godot-deps@version,registry,   45:         continue-on-error: true\n   46: \n>  47:       - name: Setup Python and SCons\n   48:         uses: ./.github/actions/godot-deps\n   49: ,FP,local action path ./ has no version concept
322,validate-actions,godotengine_godot_macos_builds.yml,72,8,marketplace,warning,Couldn't fetch metadata for ./.github/actions/godot-build. Continuing validation without input validation.,registry,   70:         continue-on-error: true\n   71: \n>  72:       - name: Compilation (x86_64)\n   73:         uses: ./.github/actions/godot-build\n   74:         with:,INFRA,network: no GH_TOKEN; not a validation finding
323,validate-actions,godotengine_godot_macos_builds.yml,72,8,marketplace,warning,Couldn't fetch version tags for ./.github. Continuing without version validation.,registry,   70:         continue-on-error: true\n   71: \n>  72:       - name: Compilation (x86_64)\n   73:         uses: ./.github/actions/godot-build\n   74:         with:,INFRA,network: no GH_TOKEN; not a validation finding
324,validate-actions,godotengine_godot_macos_builds.yml,72,8,action-version,warning,Using specific version of ./.github/actions/godot-build is recommended. Consider using ./.github/actions/godot-build@version,registry,   70:         continue-on-error: true\n   71: \n>  72:       - name: Compilation (x86_64)\n   73:         uses: ./.github/actions/godot-build\n   74:         with:,FP,local action path ./ has no version concept
325,validate-actions,godotengine_godot_macos_builds.yml,79,8,marketplace,warning,Couldn't fetch metadata for ./.github/actions/godot-build. Continuing validation without input validation.,registry,   77:           target: ${{ matrix.target }}\n   78: \n>  79:       - name: Compilation (arm64)\n   80:         uses: ./.github/actions/godot-build\n   81:         with:,INFRA,network: no GH_TOKEN; not a validation finding
